loan_id,person_id,application_date,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
LN-11762,P-100048,2023-06-29,HOMEIMPROVEMENT,C,8744,10.34,0,0.2826,N,10
LN-11763,P-100076,2024-11-21,VENTURE,B,10047,8.66,0,0.208,N,13
LN-11764,P-100161,2024-10-11,DEBTCONSOLIDATION,E,19016,17.93,1,0.3567,Y,5
LN-11765,P-100474,2023-11-04,DEBTCONSOLIDATION,E,10280,17.18,1,0.1151,N,8
LN-11766,P-100288,2023-08-09,HOMEIMPROVEMENT,D,6854,15.06,1,0.2308,N,3
LN-11767,P-101057,2024-02-29,HOMEIMPROVEMENT,G,7480,20.12,1,0.1136,N,5
LN-11768,P-101574,2023-02-19,MEDICAL,B,8321,11.55,0,0.2158,N,14
LN-11769,P-100595,2024-03-02,VENTURE,B,15166,8.88,0,0.3315,N,9
LN-11770,P-100081,2023-12-12,VENTURE,E,8561,18.14,0,0.1159,N,8
LN-11771,P-100489,2024-08-09,PERSONAL,A,7475,5.0,0,0.6055,N,6
LN-11772,P-100312,2023-03-31,PERSONAL,C,14167,13.87,0,0.3998,N,9
LN-11773,P-100030,2023-08-28,HOMEIMPROVEMENT,A,10481,7.25,0,0.2847,N,4
LN-11774,P-100178,2023-08-22,EDUCATION,B,7563,8.27,0,0.1675,N,5
LN-11775,P-100605,2024-07-06,MEDICAL,A,6398,7.61,0,0.1284,N,2
LN-11776,P-100723,2023-09-21,VENTURE,A,12246,5.0,0,0.3105,N,7
LN-11777,P-100528,2023-03-25,VENTURE,G,17296,21.46,1,0.5386,N,5
LN-11778,P-101331,2024-01-02,HOMEIMPROVEMENT,E,500,17.36,1,0.0158,N,5
LN-11779,P-100999,2023-05-10,VENTURE,A,11473,9.25,0,0.2235,N,21
LN-11780,P-100837,2024-08-06,EDUCATION,D,6395,17.3,0,0.2145,N,5
LN-11781,P-100902,2023-11-05,MEDICAL,B,15608,10.76,0,0.1324,N,2
LN-11782,P-100765,2023-09-03,VENTURE,A,13435,8.02,0,0.3062,N,5
LN-11783,P-100538,2024-01-03,PERSONAL,E,5948,17.06,0,0.3666,N,18
LN-11784,P-101271,2024-04-28,EDUCATION,F,14971,17.76,1,0.2523,Y,8
LN-11785,P-101433,2023-09-04,PERSONAL,D,14884,11.95,0,0.3265,Y,5
LN-11786,P-100595,2023-10-21,PERSONAL,B,10730,11.17,0,0.2345,N,13
LN-11787,P-100456,2024-09-12,PERSONAL,B,11308,10.57,0,0.4382,N,17
LN-11788,P-100714,2023-02-21,VENTURE,B,10536,9.57,0,0.3494,N,5
LN-11789,P-100223,2024-04-27,VENTURE,A,8849,6.5,0,0.1604,N,5
LN-11790,P-101573,2023-09-24,PERSONAL,B,4013,11.6,0,0.0317,N,9
LN-11791,P-100649,2024-04-17,EDUCATION,B,500,7.85,0,0.0125,N,8
LN-11792,P-101438,2023-01-02,VENTURE,D,5967,17.54,1,0.2248,Y,8
LN-11793,P-100078,2024-10-29,EDUCATION,C,9722,11.59,0,0.0466,N,6
LN-11794,P-101311,2023-05-14,HOMEIMPROVEMENT,A,10181,6.78,0,0.1934,N,16
LN-11795,P-101585,2024-05-08,MEDICAL,B,4926,12.48,0,0.1259,N,12
LN-11796,P-100880,2023-12-08,EDUCATION,F,8948,19.16,0,0.1799,N,15
LN-11797,P-100046,2023-08-17,MEDICAL,F,10691,19.31,1,0.3787,N,2
LN-11798,P-100516,2024-07-06,PERSONAL,C,7134,11.02,0,0.2193,Y,5
LN-11799,P-100560,2024-07-19,DEBTCONSOLIDATION,B,6727,12.67,0,0.4029,N,10
LN-11800,P-100924,2023-09-10,DEBTCONSOLIDATION,E,10674,19.13,0,0.3333,N,2
LN-11801,P-100531,2024-03-16,VENTURE,A,8109,7.46,1,0.2602,Y,4
LN-11802,P-100700,2024-03-05,EDUCATION,F,16345,19.52,1,0.6288,N,17
LN-11803,P-100715,2024-08-11,HOMEIMPROVEMENT,F,13486,21.39,1,0.1669,N,4
LN-11804,P-101410,2023-06-30,VENTURE,D,5411,15.83,1,0.1045,N,6
LN-11805,P-100726,2023-10-29,PERSONAL,E,4735,17.18,0,0.0985,N,2
LN-11806,P-101148,2023-04-01,PERSONAL,D,11578,17.98,1,0.4139,N,12
LN-11807,P-101480,2024-07-19,MEDICAL,C,3594,12.96,1,0.0735,N,2
LN-11808,P-101360,2023-01-16,DEBTCONSOLIDATION,G,8588,19.23,1,0.2021,N,17
LN-11809,P-101508,2024-01-26,VENTURE,D,10061,17.33,1,0.1701,Y,6
LN-11810,P-100302,2024-11-05,DEBTCONSOLIDATION,B,500,13.43,0,0.0223,N,10
LN-11811,P-100832,2024-05-12,VENTURE,A,3643,8.06,0,0.1104,N,15
LN-11812,P-100257,2023-04-28,HOMEIMPROVEMENT,C,6423,11.72,0,0.1719,N,13
LN-11813,P-100199,2024-09-17,EDUCATION,A,13937,5.0,0,1.0841,N,7
LN-11814,P-100860,2023-06-30,HOMEIMPROVEMENT,C,9722,13.45,0,0.1502,N,4
LN-11815,P-100773,2024-07-28,EDUCATION,A,9148,6.69,0,0.1571,N,7
LN-11816,P-101391,2023-03-10,MEDICAL,C,20568,9.92,0,0.518,Y,9
LN-11817,P-100033,2023-10-01,PERSONAL,B,3723,7.93,0,0.0829,N,14
LN-11818,P-101432,2023-09-18,VENTURE,B,3603,9.6,0,0.0449,N,9
LN-11819,P-100840,2023-08-06,VENTURE,B,15882,12.33,0,0.2219,N,4
LN-11820,P-101071,2024-07-05,EDUCATION,F,11314,22.97,0,0.3311,N,10
LN-11821,P-100939,2023-10-29,HOMEIMPROVEMENT,B,13217,11.72,0,0.951,N,5
LN-11822,P-100333,2023-09-05,DEBTCONSOLIDATION,C,10793,15.27,0,0.9367,N,2
LN-11823,P-101410,2023-09-21,DEBTCONSOLIDATION,C,20679,13.28,1,0.3994,N,8
LN-11824,P-101270,2023-09-13,PERSONAL,E,10011,14.8,0,0.5133,N,8
LN-11825,P-100179,2024-11-03,DEBTCONSOLIDATION,D,10738,13.25,0,0.1868,Y,13
LN-11826,P-100033,2023-03-07,VENTURE,C,19940,11.88,0,0.4442,N,7
LN-11827,P-101535,2023-10-04,PERSONAL,D,20611,14.68,0,0.4659,N,9
LN-11828,P-101297,2024-06-08,PERSONAL,B,9398,12.97,0,0.2033,N,14
LN-11829,P-101367,2023-01-06,EDUCATION,B,16995,12.66,0,0.2139,N,10
LN-11830,P-101591,2024-03-11,EDUCATION,B,6825,11.29,1,0.2674,N,11
LN-11831,P-100961,2023-09-24,VENTURE,F,11063,20.72,0,0.3016,N,15
LN-11832,P-100845,2023-12-20,DEBTCONSOLIDATION,E,14173,18.48,0,0.2143,N,13
LN-11833,P-100810,2024-08-27,EDUCATION,A,8823,9.28,0,0.0722,N,17
LN-11834,P-101039,2023-11-14,MEDICAL,B,16086,9.37,0,0.6035,N,11
LN-11835,P-100629,2023-06-04,VENTURE,D,5322,18.89,1,0.1176,N,4
LN-11836,P-101378,2023-07-05,VENTURE,A,7901,6.21,0,0.06,N,4
LN-11837,P-100066,2023-10-08,MEDICAL,A,11120,8.2,0,0.1292,N,2
LN-11838,P-101062,2023-03-20,MEDICAL,D,11365,16.46,0,0.277,N,15
LN-11839,P-100349,2024-11-01,EDUCATION,F,15482,24.0,1,1.5006,N,2
LN-11840,P-101138,2023-09-01,DEBTCONSOLIDATION,F,500,19.49,0,0.0044,N,11
LN-11841,P-100805,2023-12-21,HOMEIMPROVEMENT,D,7878,14.25,0,0.1524,N,6
LN-11842,P-100878,2023-02-10,DEBTCONSOLIDATION,A,14561,6.62,0,0.3851,N,7
LN-11843,P-100355,2024-07-16,EDUCATION,B,16200,8.84,1,0.5648,N,9
LN-11844,P-100895,2023-10-24,EDUCATION,A,11925,5.94,0,0.1991,N,4
LN-11845,P-101032,2024-06-01,VENTURE,A,18423,5.0,0,0.1863,N,3
LN-11846,P-101560,2023-06-19,HOMEIMPROVEMENT,C,15356,11.27,0,0.7194,N,6
LN-11847,P-100325,2024-01-16,PERSONAL,F,20479,19.31,0,0.755,N,6
LN-11848,P-100052,2024-05-23,HOMEIMPROVEMENT,B,18450,7.57,0,0.3286,N,15
LN-11849,P-100313,2024-07-26,PERSONAL,A,10611,5.0,0,0.167,N,2
LN-11850,P-101171,2023-06-26,EDUCATION,B,15104,11.95,1,0.5341,N,11
LN-11851,P-100929,2023-08-17,EDUCATION,C,2722,13.82,0,0.0532,N,6
LN-11852,P-100490,2023-06-13,EDUCATION,C,11886,13.18,0,0.2323,N,11
LN-11853,P-101096,2023-08-08,VENTURE,D,15659,16.08,0,0.2207,N,7
LN-11854,P-101577,2023-03-20,PERSONAL,A,14847,7.62,0,0.439,Y,2
LN-11855,P-100294,2023-02-04,HOMEIMPROVEMENT,C,11196,12.31,1,0.2015,N,8
LN-11856,P-100211,2023-03-20,PERSONAL,A,5244,8.42,0,0.1084,N,14
LN-11857,P-100219,2024-04-08,EDUCATION,A,10728,8.64,0,0.1704,N,15
LN-11858,P-100190,2024-06-19,EDUCATION,A,12978,6.96,0,0.3532,N,13
LN-11859,P-100800,2023-01-11,VENTURE,A,11625,5.0,0,0.2782,N,12
LN-11860,P-100150,2023-11-25,EDUCATION,B,7692,12.28,0,0.1927,N,14
LN-11861,P-101407,2023-11-09,DEBTCONSOLIDATION,B,1895,10.4,1,0.0725,N,3
LN-11862,P-100923,2024-05-04,PERSONAL,D,11322,17.86,1,0.2435,N,2
LN-11863,P-100365,2023-08-19,PERSONAL,C,1484,13.3,1,0.0144,N,5
LN-11864,P-100240,2024-07-13,VENTURE,F,20931,19.69,0,0.7717,N,8
LN-11865,P-101257,2024-10-27,HOMEIMPROVEMENT,C,25046,11.31,0,0.8262,Y,3
LN-11866,P-101518,2023-10-10,HOMEIMPROVEMENT,A,18875,8.94,1,0.1904,Y,14
LN-11867,P-100060,2024-04-29,EDUCATION,C,11670,15.54,0,0.2587,N,10
LN-11868,P-100442,2023-03-16,EDUCATION,E,11301,16.38,0,0.1107,Y,10
LN-11869,P-100060,2024-11-28,DEBTCONSOLIDATION,B,14067,12.28,0,0.3118,N,7
LN-11870,P-101416,2024-05-03,VENTURE,E,18811,19.11,1,0.7165,N,7
LN-11871,P-100408,2024-06-05,HOMEIMPROVEMENT,F,11827,20.89,1,0.3005,N,2
LN-11872,P-101335,2023-09-30,VENTURE,B,1704,10.31,0,0.0402,N,8
LN-11873,P-100893,2024-02-23,EDUCATION,B,8926,12.63,0,0.2904,N,10
LN-11874,P-100512,2024-02-14,DEBTCONSOLIDATION,A,5320,8.66,0,0.0822,N,3
LN-11875,P-100575,2023-07-14,HOMEIMPROVEMENT,F,6714,19.18,0,0.3278,Y,10
LN-11876,P-100638,2023-06-18,DEBTCONSOLIDATION,A,20453,8.71,0,0.4054,N,2
LN-11877,P-100999,2024-07-20,HOMEIMPROVEMENT,B,6080,9.24,0,0.1184,N,2
LN-11878,P-101530,2024-10-14,PERSONAL,A,19113,8.16,0,0.2638,N,2
LN-11879,P-101243,2024-04-27,MEDICAL,B,11192,12.8,0,0.1837,N,2
LN-11880,P-100765,2023-11-11,VENTURE,E,7016,19.8,1,0.1599,N,19
LN-11881,P-100342,2023-06-12,MEDICAL,E,1977,17.06,1,0.0192,N,2
LN-11882,P-101201,2024-10-08,DEBTCONSOLIDATION,B,6787,11.65,0,0.0476,N,2
LN-11883,P-101086,2023-10-27,EDUCATION,B,12371,11.41,0,0.119,Y,9
LN-11884,P-100660,2024-09-16,EDUCATION,B,8824,10.68,0,0.9091,N,19
