assessment_id,customer_id,loan_id,assessment_date,risk_score,probability_of_default,risk_category,model_version
RISKA0000253,CUST0001033,,2026-03-15,672,0.1079,LOW,synthetic-pd-v1.0
RISKA0000254,CUST0000072,,2022-08-15,647,0.1729,MEDIUM,synthetic-pd-v1.0
RISKA0000255,CUST0001091,,2022-03-03,704,0.0568,LOW,synthetic-pd-v1.0
RISKA0000256,CUST0001703,,2025-06-03,637,0.2071,MEDIUM,synthetic-pd-v1.0
RISKA0000257,CUST0001210,,2022-12-14,789,0.0094,LOW,synthetic-pd-v1.0
RISKA0000258,CUST0000193,,2023-07-14,694,0.0696,LOW,synthetic-pd-v1.0
RISKA0000259,CUST0001032,,2026-04-25,630,0.2329,MEDIUM,synthetic-pd-v1.0
RISKA0000260,CUST0001656,,2021-09-19,659,0.137,MEDIUM,synthetic-pd-v1.0
RISKA0000261,CUST0000435,,2021-10-25,768,0.0147,LOW,synthetic-pd-v1.0
RISKA0000262,CUST0000787,,2024-03-10,684,0.0851,LOW,synthetic-pd-v1.0
RISKA0000263,CUST0000089,,2024-01-06,756,0.0187,LOW,synthetic-pd-v1.0
RISKA0000264,CUST0001340,,2023-12-16,634,0.2156,MEDIUM,synthetic-pd-v1.0
RISKA0000265,CUST0000409,,2024-05-09,660,0.1348,MEDIUM,synthetic-pd-v1.0
RISKA0000266,CUST0000042,,2024-03-17,702,0.0589,LOW,synthetic-pd-v1.0
RISKA0000267,CUST0001982,,2026-03-04,632,0.2222,MEDIUM,synthetic-pd-v1.0
RISKA0000268,CUST0001058,,2022-11-03,709,0.0514,LOW,synthetic-pd-v1.0
RISKA0000269,CUST0000276,,2026-04-15,805,0.0066,LOW,synthetic-pd-v1.0
RISKA0000270,CUST0001162,,2023-09-29,713,0.0467,LOW,synthetic-pd-v1.0
RISKA0000271,CUST0001233,,2025-03-16,741,0.0263,LOW,synthetic-pd-v1.0
RISKA0000272,CUST0001306,,2023-11-01,773,0.0132,LOW,synthetic-pd-v1.0
RISKA0000273,CUST0000643,,2021-10-09,653,0.1552,MEDIUM,synthetic-pd-v1.0
RISKA0000274,CUST0000808,,2023-09-27,792,0.0088,LOW,synthetic-pd-v1.0
RISKA0000275,CUST0000959,,2023-09-24,586,0.441,HIGH,synthetic-pd-v1.0
RISKA0000276,CUST0001576,,2025-11-25,731,0.0321,LOW,synthetic-pd-v1.0
RISKA0000277,CUST0001594,,2025-06-19,710,0.0497,LOW,synthetic-pd-v1.0
RISKA0000278,CUST0001434,,2025-06-19,812,0.0057,LOW,synthetic-pd-v1.0
RISKA0000279,CUST0000952,,2025-12-20,706,0.0543,LOW,synthetic-pd-v1.0
RISKA0000280,CUST0000208,,2023-06-10,531,0.7222,HIGH,synthetic-pd-v1.0
RISKA0000281,CUST0001396,,2023-07-24,704,0.0571,LOW,synthetic-pd-v1.0
RISKA0000282,CUST0000592,,2021-11-22,619,0.2782,MEDIUM,synthetic-pd-v1.0
RISKA0000283,CUST0000310,,2023-05-04,777,0.0122,LOW,synthetic-pd-v1.0
RISKA0000284,CUST0001186,,2025-06-30,696,0.0663,LOW,synthetic-pd-v1.0
RISKA0000285,CUST0001967,,2024-01-14,663,0.129,MEDIUM,synthetic-pd-v1.0
RISKA0000286,CUST0000088,,2022-12-03,673,0.1049,LOW,synthetic-pd-v1.0
RISKA0000287,CUST0000066,,2025-09-19,639,0.1974,MEDIUM,synthetic-pd-v1.0
RISKA0000288,CUST0000734,,2023-05-11,754,0.0195,LOW,synthetic-pd-v1.0
RISKA0000289,CUST0001987,,2022-05-02,684,0.0841,LOW,synthetic-pd-v1.0
RISKA0000290,CUST0001153,,2024-02-08,708,0.052,LOW,synthetic-pd-v1.0
RISKA0000291,CUST0000991,,2024-03-03,750,0.0215,LOW,synthetic-pd-v1.0
RISKA0000292,CUST0001839,,2024-08-08,774,0.0128,LOW,synthetic-pd-v1.0
RISKA0000293,CUST0000967,,2025-07-19,713,0.0473,LOW,synthetic-pd-v1.0
RISKA0000294,CUST0001563,,2025-07-29,703,0.0575,LOW,synthetic-pd-v1.0
RISKA0000295,CUST0001483,,2025-08-24,738,0.0279,LOW,synthetic-pd-v1.0
RISKA0000296,CUST0001999,,2021-09-23,714,0.0461,LOW,synthetic-pd-v1.0
RISKA0000297,CUST0001815,,2022-01-05,713,0.0474,LOW,synthetic-pd-v1.0
RISKA0000298,CUST0001214,,2026-02-27,736,0.029,LOW,synthetic-pd-v1.0
RISKA0000299,CUST0000901,,2024-06-20,624,0.256,MEDIUM,synthetic-pd-v1.0
RISKA0000300,CUST0001971,,2022-07-31,711,0.0493,LOW,synthetic-pd-v1.0
RISKA0000301,CUST0000133,,2023-06-10,821,0.0047,LOW,synthetic-pd-v1.0
RISKA0000302,CUST0001891,,2024-03-17,680,0.0918,LOW,synthetic-pd-v1.0
RISKA0000303,CUST0001248,,2025-09-08,577,0.4894,HIGH,synthetic-pd-v1.0
RISKA0000304,CUST0000823,,2023-02-22,412,0.972,HIGH,synthetic-pd-v1.0
RISKA0000305,CUST0001747,,2026-01-26,600,0.3655,HIGH,synthetic-pd-v1.0
RISKA0000306,CUST0000582,,2022-04-11,665,0.124,MEDIUM,synthetic-pd-v1.0
RISKA0000307,CUST0000556,,2021-10-11,731,0.0322,LOW,synthetic-pd-v1.0
RISKA0000308,CUST0000463,,2023-08-21,688,0.0783,LOW,synthetic-pd-v1.0
RISKA0000309,CUST0000996,,2025-07-24,654,0.1519,MEDIUM,synthetic-pd-v1.0
RISKA0000310,CUST0000003,,2022-03-06,760,0.0172,LOW,synthetic-pd-v1.0
RISKA0000311,CUST0000698,,2025-03-09,683,0.087,MEDIUM,synthetic-pd-v1.0
RISKA0000312,CUST0000464,,2025-01-12,635,0.2133,MEDIUM,synthetic-pd-v1.0
RISKA0000313,CUST0000903,,2023-08-04,626,0.2454,MEDIUM,synthetic-pd-v1.0
RISKA0000314,CUST0001368,,2023-11-13,672,0.1071,LOW,synthetic-pd-v1.0
RISKA0000315,CUST0001366,,2023-09-30,708,0.0519,LOW,synthetic-pd-v1.0
RISKA0000316,CUST0001072,,2023-06-04,612,0.3088,HIGH,synthetic-pd-v1.0
RISKA0000317,CUST0001948,,2023-03-05,618,0.2796,HIGH,synthetic-pd-v1.0
RISKA0000318,CUST0001436,,2026-06-21,604,0.3455,HIGH,synthetic-pd-v1.0
RISKA0000319,CUST0001493,,2026-04-03,580,0.4752,HIGH,synthetic-pd-v1.0
RISKA0000320,CUST0001057,,2024-07-25,562,0.5731,HIGH,synthetic-pd-v1.0
RISKA0000321,CUST0000644,,2022-12-05,699,0.0625,LOW,synthetic-pd-v1.0
RISKA0000322,CUST0001818,,2023-11-03,673,0.1052,MEDIUM,synthetic-pd-v1.0
RISKA0000323,CUST0001447,,2024-04-12,624,0.2553,MEDIUM,synthetic-pd-v1.0
RISKA0000324,CUST0000351,,2023-08-24,644,0.1813,MEDIUM,synthetic-pd-v1.0
RISKA0000325,CUST0000462,,2022-08-24,661,0.1337,MEDIUM,synthetic-pd-v1.0
RISKA0000326,CUST0000211,,2024-06-14,703,0.0574,LOW,synthetic-pd-v1.0
RISKA0000327,CUST0001999,,2022-12-05,754,0.0197,LOW,synthetic-pd-v1.0
RISKA0000328,CUST0000029,,2022-10-03,654,0.1521,MEDIUM,synthetic-pd-v1.0
RISKA0000329,CUST0001068,,2023-01-24,621,0.2667,MEDIUM,synthetic-pd-v1.0
RISKA0000330,CUST0001680,,2022-11-16,590,0.4205,HIGH,synthetic-pd-v1.0
RISKA0000331,CUST0001574,,2024-05-06,745,0.0238,LOW,synthetic-pd-v1.0
RISKA0000332,CUST0000563,,2025-05-27,683,0.086,LOW,synthetic-pd-v1.0
RISKA0000333,CUST0001031,,2025-11-19,671,0.1103,MEDIUM,synthetic-pd-v1.0
RISKA0000334,CUST0001517,,2025-05-15,676,0.0995,LOW,synthetic-pd-v1.0
RISKA0000335,CUST0001060,,2024-12-29,709,0.0505,LOW,synthetic-pd-v1.0
RISKA0000336,CUST0000130,,2026-08-21,675,0.1012,LOW,synthetic-pd-v1.0
RISKA0000337,CUST0000046,,2025-01-30,667,0.1189,MEDIUM,synthetic-pd-v1.0
RISKA0000338,CUST0001407,,2022-12-22,784,0.0104,LOW,synthetic-pd-v1.0
RISKA0000339,CUST0000405,,2023-11-04,800,0.0073,LOW,synthetic-pd-v1.0
RISKA0000340,CUST0001670,,2025-03-10,619,0.2786,MEDIUM,synthetic-pd-v1.0
RISKA0000341,CUST0000977,,2024-12-23,679,0.0932,LOW,synthetic-pd-v1.0
RISKA0000342,CUST0001956,,2022-01-22,657,0.1427,MEDIUM,synthetic-pd-v1.0
RISKA0000343,CUST0001560,,2023-11-15,747,0.023,LOW,synthetic-pd-v1.0
RISKA0000344,CUST0000648,,2026-04-26,654,0.1525,MEDIUM,synthetic-pd-v1.0
RISKA0000345,CUST0001837,,2025-12-04,660,0.135,MEDIUM,synthetic-pd-v1.0
RISKA0000346,CUST0000190,,2022-12-29,680,0.0925,LOW,synthetic-pd-v1.0
RISKA0000347,CUST0001866,,2024-12-05,738,0.0275,LOW,synthetic-pd-v1.0
RISKA0000348,CUST0000659,,2024-02-24,726,0.0361,LOW,synthetic-pd-v1.0
RISKA0000349,CUST0001298,,2024-11-13,697,0.0655,MEDIUM,synthetic-pd-v1.0
RISKA0000350,CUST0000652,,2025-04-25,592,0.4104,HIGH,synthetic-pd-v1.0
RISKA0000351,CUST0000035,,2025-10-15,663,0.1276,MEDIUM,synthetic-pd-v1.0
RISKA0000352,CUST0000910,,2025-04-15,663,0.1282,MEDIUM,synthetic-pd-v1.0
RISKA0000353,CUST0000325,,2023-03-27,557,0.595,HIGH,synthetic-pd-v1.0
RISKA0000354,CUST0001844,,2025-05-14,668,0.1168,MEDIUM,synthetic-pd-v1.0
RISKA0000355,CUST0001821,,2026-05-30,645,0.1799,MEDIUM,synthetic-pd-v1.0
RISKA0000356,CUST0001954,,2026-02-11,727,0.035,LOW,synthetic-pd-v1.0
RISKA0000357,CUST0001490,,2025-05-02,667,0.1173,LOW,synthetic-pd-v1.0
RISKA0000358,CUST0000629,,2023-04-18,688,0.0777,LOW,synthetic-pd-v1.0
RISKA0000359,CUST0000917,,2024-03-15,731,0.0325,LOW,synthetic-pd-v1.0
RISKA0000360,CUST0000762,,2022-03-30,659,0.1367,MEDIUM,synthetic-pd-v1.0
RISKA0000361,CUST0001397,,2022-04-30,735,0.0297,LOW,synthetic-pd-v1.0
RISKA0000362,CUST0000032,,2024-02-18,541,0.6761,HIGH,synthetic-pd-v1.0
RISKA0000363,CUST0001988,,2023-10-20,600,0.3672,HIGH,synthetic-pd-v1.0
RISKA0000364,CUST0000022,,2025-01-05,661,0.132,MEDIUM,synthetic-pd-v1.0
RISKA0000365,CUST0001198,,2026-02-26,703,0.0577,LOW,synthetic-pd-v1.0
RISKA0000366,CUST0001063,,2024-09-27,752,0.0206,LOW,synthetic-pd-v1.0
RISKA0000367,CUST0001338,,2022-03-24,744,0.0242,LOW,synthetic-pd-v1.0
RISKA0000368,CUST0001816,,2022-04-09,699,0.0629,LOW,synthetic-pd-v1.0
RISKA0000369,CUST0000917,,2025-05-13,745,0.0238,LOW,synthetic-pd-v1.0
RISKA0000370,CUST0000601,,2026-01-12,731,0.0321,LOW,synthetic-pd-v1.0
RISKA0000371,CUST0001738,,2022-07-12,816,0.0052,LOW,synthetic-pd-v1.0
RISKA0000372,CUST0001500,,2026-03-29,673,0.1058,LOW,synthetic-pd-v1.0
RISKA0000373,CUST0000140,,2025-01-20,787,0.0098,LOW,synthetic-pd-v1.0
RISKA0000374,CUST0000671,,2023-01-07,708,0.0523,LOW,synthetic-pd-v1.0
RISKA0000375,CUST0001920,,2024-12-25,764,0.016,LOW,synthetic-pd-v1.0
RISKA0000376,CUST0000382,,2023-12-04,672,0.1072,LOW,synthetic-pd-v1.0
RISKA0000377,CUST0000647,,2025-09-06,772,0.0135,LOW,synthetic-pd-v1.0
RISKA0000378,CUST0001244,,2024-02-08,791,0.009,LOW,synthetic-pd-v1.0
RISKA0000379,CUST0001040,,2021-10-22,760,0.0174,LOW,synthetic-pd-v1.0
RISKA0000380,CUST0001725,,2024-02-10,635,0.2112,MEDIUM,synthetic-pd-v1.0
RISKA0000381,CUST0000626,,2022-11-29,627,0.2418,MEDIUM,synthetic-pd-v1.0
RISKA0000382,CUST0000327,,2024-10-12,665,0.1221,LOW,synthetic-pd-v1.0
RISKA0000383,CUST0001525,,2024-11-11,545,0.6564,HIGH,synthetic-pd-v1.0
RISKA0000384,CUST0001870,,2025-09-07,648,0.1703,MEDIUM,synthetic-pd-v1.0
RISKA0000385,CUST0001343,,2025-06-22,744,0.0246,LOW,synthetic-pd-v1.0
RISKA0000386,CUST0001859,,2025-07-24,743,0.0249,LOW,synthetic-pd-v1.0
RISKA0000387,CUST0001945,,2026-01-21,693,0.0713,LOW,synthetic-pd-v1.0
RISKA0000388,CUST0001727,,2025-07-22,766,0.0151,LOW,synthetic-pd-v1.0
RISKA0000389,CUST0000372,,2023-10-16,742,0.0254,LOW,synthetic-pd-v1.0
RISKA0000390,CUST0000723,,2025-04-28,716,0.0445,LOW,synthetic-pd-v1.0
RISKA0000391,CUST0001124,,2023-10-26,676,0.0986,MEDIUM,synthetic-pd-v1.0
RISKA0000392,CUST0000850,,2026-08-24,634,0.2161,MEDIUM,synthetic-pd-v1.0
RISKA0000393,CUST0000033,,2025-12-25,662,0.131,MEDIUM,synthetic-pd-v1.0
RISKA0000394,CUST0001171,,2023-12-11,753,0.0204,LOW,synthetic-pd-v1.0
RISKA0000395,CUST0001561,,2025-04-06,679,0.0939,LOW,synthetic-pd-v1.0
RISKA0000396,CUST0001553,,2022-01-26,688,0.0787,LOW,synthetic-pd-v1.0
RISKA0000397,CUST0000157,,2025-12-25,715,0.0448,LOW,synthetic-pd-v1.0
RISKA0000398,CUST0000509,,2023-02-24,689,0.0761,LOW,synthetic-pd-v1.0
RISKA0000399,CUST0000815,,2024-05-28,711,0.0484,LOW,synthetic-pd-v1.0
RISKA0000400,CUST0001958,,2023-04-10,690,0.0758,LOW,synthetic-pd-v1.0
RISKA0000401,CUST0001790,,2025-12-15,614,0.3012,MEDIUM,synthetic-pd-v1.0
RISKA0000402,CUST0000530,,2025-08-30,777,0.0119,LOW,synthetic-pd-v1.0
RISKA0000403,CUST0000930,,2022-05-22,732,0.0315,LOW,synthetic-pd-v1.0
RISKA0000404,CUST0000054,,2025-02-25,700,0.0618,LOW,synthetic-pd-v1.0
RISKA0000405,CUST0000635,,2022-05-25,625,0.2524,MEDIUM,synthetic-pd-v1.0
RISKA0000406,CUST0001080,,2024-09-26,741,0.0261,LOW,synthetic-pd-v1.0
RISKA0000407,CUST0000833,,2021-12-25,606,0.3362,HIGH,synthetic-pd-v1.0
RISKA0000408,CUST0001972,,2022-10-20,691,0.0733,LOW,synthetic-pd-v1.0
RISKA0000409,CUST0000276,,2022-06-21,795,0.0082,LOW,synthetic-pd-v1.0
RISKA0000410,CUST0000956,,2024-10-01,626,0.2459,MEDIUM,synthetic-pd-v1.0
RISKA0000411,CUST0000934,,2025-03-15,716,0.044,LOW,synthetic-pd-v1.0
RISKA0000412,CUST0001648,,2024-07-07,609,0.3231,HIGH,synthetic-pd-v1.0
RISKA0000413,CUST0000536,,2025-11-15,658,0.1396,MEDIUM,synthetic-pd-v1.0
RISKA0000414,CUST0000737,,2022-08-12,721,0.0398,LOW,synthetic-pd-v1.0
RISKA0000415,CUST0001365,,2025-08-06,723,0.0383,LOW,synthetic-pd-v1.0
RISKA0000416,CUST0001031,,2024-03-01,671,0.1086,MEDIUM,synthetic-pd-v1.0
RISKA0000417,CUST0000711,,2026-03-19,775,0.0126,LOW,synthetic-pd-v1.0
RISKA0000418,CUST0000614,,2022-08-03,724,0.0376,LOW,synthetic-pd-v1.0
RISKA0000419,CUST0000969,,2025-07-04,595,0.3924,HIGH,synthetic-pd-v1.0
RISKA0000420,CUST0001236,,2022-04-15,675,0.1012,MEDIUM,synthetic-pd-v1.0
RISKA0000421,CUST0001981,,2025-02-01,535,0.7051,HIGH,synthetic-pd-v1.0
RISKA0000422,CUST0000358,,2024-06-28,689,0.0763,MEDIUM,synthetic-pd-v1.0
RISKA0000423,CUST0000296,,2026-01-10,781,0.011,LOW,synthetic-pd-v1.0
RISKA0000424,CUST0000728,,2021-09-19,759,0.0178,LOW,synthetic-pd-v1.0
RISKA0000425,CUST0001997,,2025-04-14,700,0.0609,LOW,synthetic-pd-v1.0
RISKA0000426,CUST0000332,,2022-05-20,702,0.0592,LOW,synthetic-pd-v1.0
RISKA0000427,CUST0001219,,2023-03-07,742,0.0257,LOW,synthetic-pd-v1.0
RISKA0000428,CUST0000381,,2025-02-23,646,0.1758,MEDIUM,synthetic-pd-v1.0
RISKA0000429,CUST0001390,,2022-12-09,729,0.0337,LOW,synthetic-pd-v1.0
RISKA0000430,CUST0001919,,2025-11-09,669,0.1131,MEDIUM,synthetic-pd-v1.0
RISKA0000431,CUST0001055,,2024-04-04,655,0.1473,MEDIUM,synthetic-pd-v1.0
RISKA0000432,CUST0001229,,2024-01-03,737,0.0283,LOW,synthetic-pd-v1.0
RISKA0000433,CUST0001966,,2022-11-05,686,0.0823,LOW,synthetic-pd-v1.0
RISKA0000434,CUST0001715,,2026-06-21,659,0.1366,MEDIUM,synthetic-pd-v1.0
RISKA0000435,CUST0000643,,2026-03-23,622,0.2619,MEDIUM,synthetic-pd-v1.0
RISKA0000436,CUST0001367,,2024-07-15,706,0.054,LOW,synthetic-pd-v1.0
RISKA0000437,CUST0000855,,2023-05-13,739,0.0274,LOW,synthetic-pd-v1.0
RISKA0000438,CUST0000493,,2022-08-25,714,0.0456,LOW,synthetic-pd-v1.0
RISKA0000439,CUST0000177,,2023-12-18,799,0.0075,LOW,synthetic-pd-v1.0
RISKA0000440,CUST0000292,,2023-05-11,724,0.0375,LOW,synthetic-pd-v1.0
RISKA0000441,CUST0000501,,2026-03-29,721,0.0401,LOW,synthetic-pd-v1.0
RISKA0000442,CUST0001443,,2021-11-15,715,0.0448,LOW,synthetic-pd-v1.0
RISKA0000443,CUST0001912,,2022-08-08,646,0.1765,MEDIUM,synthetic-pd-v1.0
RISKA0000444,CUST0001968,,2023-10-06,744,0.0242,LOW,synthetic-pd-v1.0
RISKA0000445,CUST0001667,,2025-04-10,681,0.0893,LOW,synthetic-pd-v1.0
RISKA0000446,CUST0000173,,2026-06-21,670,0.1118,MEDIUM,synthetic-pd-v1.0
RISKA0000447,CUST0001782,,2021-12-08,755,0.0192,LOW,synthetic-pd-v1.0
RISKA0000448,CUST0000213,,2023-12-10,691,0.0743,MEDIUM,synthetic-pd-v1.0
RISKA0000449,CUST0000525,,2026-03-24,677,0.097,MEDIUM,synthetic-pd-v1.0
RISKA0000450,CUST0001816,,2023-10-22,722,0.0388,LOW,synthetic-pd-v1.0
RISKA0000451,CUST0001560,,2022-04-12,757,0.0186,LOW,synthetic-pd-v1.0
RISKA0000452,CUST0000284,,2024-02-14,713,0.0471,LOW,synthetic-pd-v1.0
RISKA0000453,CUST0001985,,2022-06-22,689,0.0767,LOW,synthetic-pd-v1.0
RISKA0000454,CUST0001336,,2026-01-01,706,0.0537,LOW,synthetic-pd-v1.0
RISKA0000455,CUST0000940,,2022-03-09,706,0.0538,LOW,synthetic-pd-v1.0
RISKA0000456,CUST0001008,,2026-01-20,666,0.1197,MEDIUM,synthetic-pd-v1.0
RISKA0000457,CUST0000250,,2025-01-29,724,0.037,LOW,synthetic-pd-v1.0
RISKA0000458,CUST0001432,,2026-01-12,734,0.03,LOW,synthetic-pd-v1.0
RISKA0000459,CUST0000959,,2023-09-16,573,0.5083,HIGH,synthetic-pd-v1.0
RISKA0000460,CUST0000661,,2022-01-18,658,0.1409,MEDIUM,synthetic-pd-v1.0
RISKA0000461,CUST0001958,,2023-10-10,693,0.0704,LOW,synthetic-pd-v1.0
RISKA0000462,CUST0001135,,2025-09-08,709,0.0507,LOW,synthetic-pd-v1.0
RISKA0000463,CUST0000461,,2022-05-29,668,0.1168,MEDIUM,synthetic-pd-v1.0
RISKA0000464,CUST0001780,,2025-11-21,732,0.0313,LOW,synthetic-pd-v1.0
RISKA0000465,CUST0000162,,2021-11-04,673,0.1064,LOW,synthetic-pd-v1.0
RISKA0000466,CUST0000711,,2024-03-31,722,0.0389,LOW,synthetic-pd-v1.0
RISKA0000467,CUST0001449,,2024-02-12,644,0.1811,MEDIUM,synthetic-pd-v1.0
RISKA0000468,CUST0001424,,2022-09-30,664,0.1253,MEDIUM,synthetic-pd-v1.0
RISKA0000469,CUST0000649,,2023-08-14,646,0.1743,MEDIUM,synthetic-pd-v1.0
RISKA0000470,CUST0000508,,2022-05-25,737,0.0286,LOW,synthetic-pd-v1.0
RISKA0000471,CUST0000636,,2021-12-18,748,0.0223,LOW,synthetic-pd-v1.0
RISKA0000472,CUST0000129,,2024-08-24,730,0.0331,LOW,synthetic-pd-v1.0
RISKA0000473,CUST0001413,,2025-07-03,637,0.2051,MEDIUM,synthetic-pd-v1.0
RISKA0000474,CUST0001817,,2023-08-16,693,0.0707,LOW,synthetic-pd-v1.0
RISKA0000475,CUST0000636,,2024-05-17,721,0.0397,LOW,synthetic-pd-v1.0
RISKA0000476,CUST0000086,,2026-05-03,678,0.0954,LOW,synthetic-pd-v1.0
RISKA0000477,CUST0001537,,2024-12-02,688,0.0782,LOW,synthetic-pd-v1.0
RISKA0000478,CUST0000347,,2024-07-30,606,0.3354,HIGH,synthetic-pd-v1.0
RISKA0000479,CUST0001355,,2025-10-30,561,0.5783,HIGH,synthetic-pd-v1.0
RISKA0000480,CUST0000328,,2023-06-09,680,0.0923,LOW,synthetic-pd-v1.0
RISKA0000481,CUST0000352,,2022-03-03,788,0.0095,LOW,synthetic-pd-v1.0
RISKA0000482,CUST0001619,,2023-01-26,592,0.4077,HIGH,synthetic-pd-v1.0
RISKA0000483,CUST0000635,,2022-08-12,685,0.0826,LOW,synthetic-pd-v1.0
RISKA0000484,CUST0000973,,2021-10-29,594,0.3967,HIGH,synthetic-pd-v1.0
RISKA0000485,CUST0001069,,2024-12-16,728,0.0343,LOW,synthetic-pd-v1.0
RISKA0000486,CUST0001351,,2023-11-30,723,0.0377,LOW,synthetic-pd-v1.0
RISKA0000487,CUST0001927,,2022-04-10,754,0.0199,LOW,synthetic-pd-v1.0
RISKA0000488,CUST0000803,,2025-05-07,754,0.0198,LOW,synthetic-pd-v1.0
RISKA0000489,CUST0000249,,2026-08-24,654,0.1524,MEDIUM,synthetic-pd-v1.0
RISKA0000490,CUST0001420,,2021-11-15,675,0.1008,LOW,synthetic-pd-v1.0
RISKA0000491,CUST0000144,,2023-09-16,598,0.3747,HIGH,synthetic-pd-v1.0
RISKA0000492,CUST0000970,,2024-10-19,655,0.149,MEDIUM,synthetic-pd-v1.0
RISKA0000493,CUST0000971,,2025-02-13,774,0.0127,LOW,synthetic-pd-v1.0
RISKA0000494,CUST0000550,,2023-10-23,726,0.0354,LOW,synthetic-pd-v1.0
RISKA0000495,CUST0001582,,2023-01-30,730,0.0331,LOW,synthetic-pd-v1.0
RISKA0000496,CUST0001986,,2023-02-24,722,0.0387,LOW,synthetic-pd-v1.0
RISKA0000497,CUST0001563,,2025-10-21,735,0.0296,LOW,synthetic-pd-v1.0
RISKA0000498,CUST0001856,,2022-05-05,628,0.2392,MEDIUM,synthetic-pd-v1.0
RISKA0000499,CUST0000562,,2025-05-16,739,0.027,LOW,synthetic-pd-v1.0
RISKA0000500,CUST0000740,,2022-09-07,706,0.0546,LOW,synthetic-pd-v1.0
RISKA0000501,CUST0000995,,2022-05-30,641,0.1914,MEDIUM,synthetic-pd-v1.0
RISKA0000502,CUST0000216,,2024-04-25,604,0.348,HIGH,synthetic-pd-v1.0
RISKA0000503,CUST0000334,,2026-01-19,699,0.0627,LOW,synthetic-pd-v1.0
RISKA0000504,CUST0000229,,2025-05-22,700,0.0613,LOW,synthetic-pd-v1.0
RISKA0000505,CUST0001787,,2026-04-11,697,0.0659,LOW,synthetic-pd-v1.0
RISKA0000506,CUST0001382,,2024-02-05,648,0.1697,MEDIUM,synthetic-pd-v1.0
RISKA0000507,CUST0000896,,2023-11-28,721,0.0396,LOW,synthetic-pd-v1.0
RISKA0000508,CUST0001407,,2022-02-26,743,0.0252,LOW,synthetic-pd-v1.0
RISKA0000509,CUST0000179,,2024-09-20,659,0.1377,MEDIUM,synthetic-pd-v1.0
RISKA0000510,CUST0000463,,2024-06-05,662,0.1298,MEDIUM,synthetic-pd-v1.0
RISKA0000511,CUST0000149,,2025-12-05,698,0.0637,LOW,synthetic-pd-v1.0
RISKA0000512,CUST0001316,,2021-12-13,480,0.8872,HIGH,synthetic-pd-v1.0
RISKA0000513,CUST0000853,,2023-11-30,633,0.2205,MEDIUM,synthetic-pd-v1.0
RISKA0000514,CUST0001371,,2024-12-22,693,0.0713,LOW,synthetic-pd-v1.0
RISKA0000515,CUST0001334,,2025-11-27,749,0.0219,LOW,synthetic-pd-v1.0
RISKA0000516,CUST0001211,,2023-06-19,696,0.0663,LOW,synthetic-pd-v1.0
RISKA0000517,CUST0000572,,2025-06-09,657,0.1434,MEDIUM,synthetic-pd-v1.0
RISKA0000518,CUST0000756,,2026-04-30,670,0.1116,MEDIUM,synthetic-pd-v1.0
RISKA0000519,CUST0001981,,2024-02-10,559,0.5886,HIGH,synthetic-pd-v1.0
RISKA0000520,CUST0001365,,2021-11-11,703,0.0574,LOW,synthetic-pd-v1.0
RISKA0000521,CUST0001290,,2023-11-07,700,0.0609,LOW,synthetic-pd-v1.0
RISKA0000522,CUST0001908,,2022-05-14,726,0.0357,LOW,synthetic-pd-v1.0
RISKA0000523,CUST0000226,,2023-05-31,710,0.0497,LOW,synthetic-pd-v1.0
RISKA0000524,CUST0000715,,2023-01-19,746,0.0236,LOW,synthetic-pd-v1.0
RISKA0000525,CUST0001443,,2025-12-31,656,0.1448,MEDIUM,synthetic-pd-v1.0
RISKA0000526,CUST0001249,,2022-09-02,735,0.0296,LOW,synthetic-pd-v1.0
RISKA0000527,CUST0000128,,2022-10-16,702,0.0588,LOW,synthetic-pd-v1.0
RISKA0000528,CUST0001576,,2023-08-22,716,0.0444,LOW,synthetic-pd-v1.0
RISKA0000529,CUST0001810,,2024-08-18,759,0.0178,LOW,synthetic-pd-v1.0
RISKA0000530,CUST0000223,,2024-07-04,699,0.0622,LOW,synthetic-pd-v1.0
RISKA0000531,CUST0000249,,2021-12-19,684,0.0849,LOW,synthetic-pd-v1.0
RISKA0000532,CUST0001340,,2023-08-08,598,0.3794,HIGH,synthetic-pd-v1.0
RISKA0000533,CUST0000554,,2021-10-13,581,0.4688,HIGH,synthetic-pd-v1.0
RISKA0000534,CUST0001768,,2025-08-04,788,0.0094,LOW,synthetic-pd-v1.0
RISKA0000535,CUST0000625,,2021-12-03,776,0.0122,LOW,synthetic-pd-v1.0
RISKA0000536,CUST0000423,,2024-12-11,614,0.2981,HIGH,synthetic-pd-v1.0
RISKA0000537,CUST0001371,,2023-06-12,667,0.1193,MEDIUM,synthetic-pd-v1.0
RISKA0000538,CUST0001120,,2023-03-07,690,0.0752,LOW,synthetic-pd-v1.0
RISKA0000539,CUST0000802,,2021-09-21,587,0.4347,HIGH,synthetic-pd-v1.0
RISKA0000540,CUST0001794,,2025-04-23,756,0.019,LOW,synthetic-pd-v1.0
RISKA0000541,CUST0001856,,2022-04-30,657,0.1419,MEDIUM,synthetic-pd-v1.0
RISKA0000542,CUST0001477,,2022-02-05,703,0.0572,LOW,synthetic-pd-v1.0
RISKA0000543,CUST0001762,,2026-05-04,702,0.0588,LOW,synthetic-pd-v1.0
